"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Volume of Sales","2010 December","Existing","All","Executions","All Buyer Types","Number","1196"
"Volume of Sales","2010 December","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","554"
"Volume of Sales","2010 December","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","468"
"Volume of Sales","2010 December","Existing","All","Executions","Household Buyer - Non-Occupier","Number","174"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Filings","All Buyer Types","Number","1376"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","617"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","524"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","235"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Executions","All Buyer Types","Number","849"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","375"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","342"
"Volume of Sales","2011 January","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","132"
"Volume of Sales","2011 January","New","All","Filings","All Buyer Types","Number","350"
"Volume of Sales","2011 January","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","182"
"Volume of Sales","2011 January","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","94"
"Volume of Sales","2011 January","New","All","Filings","Household Buyer - Non-Occupier","Number","74"
"Volume of Sales","2011 January","New","All","Executions","All Buyer Types","Number","180"
"Volume of Sales","2011 January","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","91"
"Volume of Sales","2011 January","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","55"
"Volume of Sales","2011 January","New","All","Executions","Household Buyer - Non-Occupier","Number","34"
"Volume of Sales","2011 January","Existing","All","Filings","All Buyer Types","Number","1026"
"Volume of Sales","2011 January","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","435"
"Volume of Sales","2011 January","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","430"
"Volume of Sales","2011 January","Existing","All","Filings","Household Buyer - Non-Occupier","Number","161"
"Volume of Sales","2011 January","Existing","All","Executions","All Buyer Types","Number","669"
"Volume of Sales","2011 January","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","284"
"Volume of Sales","2011 January","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","287"
"Volume of Sales","2011 January","Existing","All","Executions","Household Buyer - Non-Occupier","Number","98"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Filings","All Buyer Types","Number","1234"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","588"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","464"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","182"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Executions","All Buyer Types","Number","928"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","372"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","395"
"Volume of Sales","2011 February","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","161"
"Volume of Sales","2011 February","New","All","Filings","All Buyer Types","Number","358"
"Volume of Sales","2011 February","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","196"
"Volume of Sales","2011 February","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","103"
"Volume of Sales","2011 February","New","All","Filings","Household Buyer - Non-Occupier","Number","59"
"Volume of Sales","2011 February","New","All","Executions","All Buyer Types","Number","213"
"Volume of Sales","2011 February","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","93"
"Volume of Sales","2011 February","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","68"
"Volume of Sales","2011 February","New","All","Executions","Household Buyer - Non-Occupier","Number","52"
"Volume of Sales","2011 February","Existing","All","Filings","All Buyer Types","Number","876"
"Volume of Sales","2011 February","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","392"
"Volume of Sales","2011 February","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","361"
"Volume of Sales","2011 February","Existing","All","Filings","Household Buyer - Non-Occupier","Number","123"
"Volume of Sales","2011 February","Existing","All","Executions","All Buyer Types","Number","715"
"Volume of Sales","2011 February","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","279"
"Volume of Sales","2011 February","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","327"
"Volume of Sales","2011 February","Existing","All","Executions","Household Buyer - Non-Occupier","Number","109"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Filings","All Buyer Types","Number","1338"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","571"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","545"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","222"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Executions","All Buyer Types","Number","1074"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","383"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","503"
"Volume of Sales","2011 March","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","188"
"Volume of Sales","2011 March","New","All","Filings","All Buyer Types","Number","351"
"Volume of Sales","2011 March","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","170"
"Volume of Sales","2011 March","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","117"
"Volume of Sales","2011 March","New","All","Filings","Household Buyer - Non-Occupier","Number","64"
"Volume of Sales","2011 March","New","All","Executions","All Buyer Types","Number","197"
"Volume of Sales","2011 March","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","96"
"Volume of Sales","2011 March","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","64"
"Volume of Sales","2011 March","New","All","Executions","Household Buyer - Non-Occupier","Number","37"
"Volume of Sales","2011 March","Existing","All","Filings","All Buyer Types","Number","987"
"Volume of Sales","2011 March","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","401"
"Volume of Sales","2011 March","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","428"
"Volume of Sales","2011 March","Existing","All","Filings","Household Buyer - Non-Occupier","Number","158"
"Volume of Sales","2011 March","Existing","All","Executions","All Buyer Types","Number","877"
"Volume of Sales","2011 March","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","287"
"Volume of Sales","2011 March","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","439"
"Volume of Sales","2011 March","Existing","All","Executions","Household Buyer - Non-Occupier","Number","151"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Filings","All Buyer Types","Number","1108"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","449"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","459"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","200"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Executions","All Buyer Types","Number","995"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","367"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","460"
"Volume of Sales","2011 April","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","168"
"Volume of Sales","2011 April","New","All","Filings","All Buyer Types","Number","254"
"Volume of Sales","2011 April","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","125"
"Volume of Sales","2011 April","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","79"
"Volume of Sales","2011 April","New","All","Filings","Household Buyer - Non-Occupier","Number","50"
"Volume of Sales","2011 April","New","All","Executions","All Buyer Types","Number","178"
"Volume of Sales","2011 April","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","81"
"Volume of Sales","2011 April","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","68"
"Volume of Sales","2011 April","New","All","Executions","Household Buyer - Non-Occupier","Number","29"
"Volume of Sales","2011 April","Existing","All","Filings","All Buyer Types","Number","854"
"Volume of Sales","2011 April","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","324"
"Volume of Sales","2011 April","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","380"
"Volume of Sales","2011 April","Existing","All","Filings","Household Buyer - Non-Occupier","Number","150"
"Volume of Sales","2011 April","Existing","All","Executions","All Buyer Types","Number","817"
"Volume of Sales","2011 April","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","286"
"Volume of Sales","2011 April","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","392"
"Volume of Sales","2011 April","Existing","All","Executions","Household Buyer - Non-Occupier","Number","139"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Filings","All Buyer Types","Number","1313"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","503"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","521"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","289"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Executions","All Buyer Types","Number","1151"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","425"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","469"
"Volume of Sales","2011 May","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","257"
